AvgTemp,date
8.444,1855-10-01
5.186,1855-11-01
2.214,1855-12-01
2.76,1856-01-01
2.226,1856-02-01
4.372,1856-03-01
7.751,1856-04-01
10.53,1856-05-01
13.496,1856-06-01
14.019,1856-07-01
13.021,1856-08-01
10.948,1856-09-01
8.087,1856-10-01
5.36,1856-11-01
3.381,1856-12-01
1.821,1857-01-01
2.481,1857-02-01
4.312,1857-03-01
6.827,1857-04-01
9.885,1857-05-01
12.611,1857-06-01
13.953,1857-07-01
13.203,1857-08-01
11.056,1857-09-01
8.198,1857-10-01
5.236,1857-11-01
3.515,1857-12-01
2.739,1858-01-01
2.284,1858-02-01
4.834,1858-03-01
8.25,1858-04-01
10.851,1858-05-01
12.956,1858-06-01
13.677,1858-07-01
13.22,1858-08-01
11.148,1858-09-01
8.81,1858-10-01
5.99,1858-11-01
2.444,1858-12-01
2.015,1859-01-01
2.611,1859-02-01
5.023,1859-03-01
8.542,1859-04-01
11.456,1859-05-01
13.142,1859-06-01
13.827,1859-07-01
13.217,1859-08-01
11.08,1859-09-01
8.834,1859-10-01
5.912,1859-11-01
3.365,1859-12-01
2.077,1860-01-01
2.632,1860-02-01
3.494,1860-03-01
7.76,1860-04-01
11.062,1860-05-01
13.272,1860-06-01
14.203,1860-07-01
13.765,1860-08-01
11.892,1860-09-01
8.712,1860-10-01
5.027,1860-11-01
1.634,1860-12-01
0.404,1861-01-01
2.137,1861-02-01
4.489,1861-03-01
7.487,1861-04-01
10.516,1861-05-01
13.017,1861-06-01
13.967,1861-07-01
13.656,1861-08-01
11.409,1861-09-01
8.475,1861-10-01
5.707,1861-11-01
2.894,1861-12-01
0.685,1862-01-01
1.769,1862-02-01
4.485,1862-03-01
7.323,1862-04-01
10.739,1862-05-01
12.86,1862-06-01
13.928,1862-07-01
13.188,1862-08-01
11.028,1862-09-01
8.283,1862-10-01
4.792,1862-11-01
1.623,1862-12-01
3.034,1863-01-01
3.253,1863-02-01
4.682,1863-03-01
7.931,1863-04-01
11.081,1863-05-01
12.794,1863-06-01
13.765,1863-07-01
13.294,1863-08-01
11.23,1863-09-01
8.235,1863-10-01
5.392,1863-11-01
2.651,1863-12-01
1.551,1864-01-01
2.506,1864-02-01
4.651,1864-03-01
7.515,1864-04-01
10.956,1864-05-01
13.365,1864-06-01
14.162,1864-07-01
13.434,1864-08-01
11.37,1864-09-01
8.795,1864-10-01
5.232,1864-11-01
2.266,1864-12-01
2.975,1865-01-01
2.152,1865-02-01
4.039,1865-03-01
7.314,1865-04-01
10.917,1865-05-01
13.214,1865-06-01
14.22,1865-07-01
13.58,1865-08-01
11.797,1865-09-01
9.136,1865-10-01
6.144,1865-11-01
2.646,1865-12-01
2.932,1866-01-01
2.274,1866-02-01
4.421,1866-03-01
7.914,1866-04-01
10.898,1866-05-01
12.853,1866-06-01
14.602,1866-07-01
13.532,1866-08-01
11.527,1866-09-01
8.506,1866-10-01
5.895,1866-11-01
4.152,1866-12-01
2.482,1867-01-01
2.664,1867-02-01
4.454,1867-03-01
8.258,1867-04-01
10.495,1867-05-01
13.303,1867-06-01
14.223,1867-07-01
13.506,1867-08-01
11.763,1867-09-01
9.212,1867-10-01
6.939,1867-11-01
3.937,1867-12-01
1.834,1868-01-01
2.039,1868-02-01
4.538,1868-03-01
8.183,1868-04-01
11.308,1868-05-01
13.162,1868-06-01
14.514,1868-07-01
13.744,1868-08-01
11.669,1868-09-01
9.448,1868-10-01
5.192,1868-11-01
3.344,1868-12-01
2.115,1869-01-01
3.864,1869-02-01
4.374,1869-03-01
7.921,1869-04-01
11.295,1869-05-01
13.537,1869-06-01
14.337,1869-07-01
14.01,1869-08-01
12.247,1869-09-01
9.006,1869-10-01
5.773,1869-11-01
2.706,1869-12-01
2.082,1870-01-01
2.134,1870-02-01
4.656,1870-03-01
7.879,1870-04-01
11.339,1870-05-01
13.653,1870-06-01
14.599,1870-07-01
13.484,1870-08-01
11.952,1870-09-01
8.81,1870-10-01
5.6,1870-11-01
2.228,1870-12-01
1.447,1871-01-01
1.736,1871-02-01
4.685,1871-03-01
8.34,1871-04-01
10.788,1871-05-01
13.08,1871-06-01
14.29,1871-07-01
13.932,1871-08-01
11.711,1871-09-01
9.096,1871-10-01
5.113,1871-11-01
3.163,1871-12-01
1.652,1872-01-01
2.35,1872-02-01
4.922,1872-03-01
7.846,1872-04-01
11.198,1872-05-01
13.055,1872-06-01
14.285,1872-07-01
13.821,1872-08-01
11.958,1872-09-01
9.24,1872-10-01
5.372,1872-11-01
2.627,1872-12-01
2.013,1873-01-01
3.195,1873-02-01
4.704,1873-03-01
7.462,1873-04-01
11.006,1873-05-01
13.405,1873-06-01
14.287,1873-07-01
13.755,1873-08-01
11.487,1873-09-01
9.234,1873-10-01
5.819,1873-11-01
3.846,1873-12-01
2.685,1874-01-01
3.069,1874-02-01
4.221,1874-03-01
8.231,1874-04-01
11.306,1874-05-01
13.306,1874-06-01
14.122,1874-07-01
13.815,1874-08-01
12.111,1874-09-01
9.12,1874-10-01
5.809,1874-11-01
3.407,1874-12-01
1.533,1875-01-01
2.259,1875-02-01
4.256,1875-03-01
7.636,1875-04-01
10.746,1875-05-01
13.157,1875-06-01
14.144,1875-07-01
13.401,1875-08-01
11.319,1875-09-01
8.585,1875-10-01
4.614,1875-11-01
2.665,1875-12-01
1.856,1876-01-01
2.617,1876-02-01
4.748,1876-03-01
8.199,1876-04-01
10.69,1876-05-01
13.131,1876-06-01
14.319,1876-07-01
13.481,1876-08-01
11.687,1876-09-01
8.946,1876-10-01
5.093,1876-11-01
2.194,1876-12-01
2.286,1877-01-01
2.928,1877-02-01
5.297,1877-03-01
8.039,1877-04-01
11.056,1877-05-01
13.384,1877-06-01
14.642,1877-07-01
14.151,1877-08-01
12.075,1877-09-01
9.273,1877-10-01
6.348,1877-11-01
2.996,1877-12-01
2.017,1878-01-01
3.728,1878-02-01
6.608,1878-03-01
8.899,1878-04-01
11.017,1878-05-01
13.796,1878-06-01
14.742,1878-07-01
14.094,1878-08-01
12.093,1878-09-01
9.173,1878-10-01
6.446,1878-11-01
3.344,1878-12-01
2.303,1879-01-01
2.737,1879-02-01
4.924,1879-03-01
7.768,1879-04-01
10.803,1879-05-01
13.23,1879-06-01
14.238,1879-07-01
13.245,1879-08-01
11.449,1879-09-01
9.229,1879-10-01
5.526,1879-11-01
2.538,1879-12-01
1.755,1880-01-01
2.052,1880-02-01
4.63,1880-03-01
7.559,1880-04-01
11.096,1880-05-01
13.327,1880-06-01
14.141,1880-07-01
13.807,1880-08-01
11.386,1880-09-01
8.673,1880-10-01
5.893,1880-11-01
3.106,1880-12-01
2.461,1881-01-01
2.626,1881-02-01
5.01,1881-03-01
8.323,1881-04-01
11.165,1881-05-01
12.745,1881-06-01
14.203,1881-07-01
13.71,1881-08-01
11.689,1881-09-01
8.851,1881-10-01
5.272,1881-11-01
3.196,1881-12-01
2.99,1882-01-01
3.231,1882-02-01
5.04,1882-03-01
7.691,1882-04-01
10.888,1882-05-01
12.805,1882-06-01
13.747,1882-07-01
13.703,1882-08-01
11.736,1882-09-01
8.445,1882-10-01
5.066,1882-11-01
2.205,1882-12-01
1.46,1883-01-01
1.856,1883-02-01
4.929,1883-03-01
7.691,1883-04-01
10.832,1883-05-01
13.302,1883-06-01
14.011,1883-07-01
13.224,1883-08-01
11.343,1883-09-01
8.909,1883-10-01
4.905,1883-11-01
3.261,1883-12-01
2.12,1884-01-01
2.474,1884-02-01
3.892,1884-03-01
7.186,1884-04-01
10.198,1884-05-01
12.527,1884-06-01
13.622,1884-07-01
13.257,1884-08-01
11.235,1884-09-01
8.581,1884-10-01
5.164,1884-11-01
3.028,1884-12-01
1.003,1885-01-01
2.243,1885-02-01
4.622,1885-03-01
7.336,1885-04-01
10.567,1885-05-01
12.716,1885-06-01
13.972,1885-07-01
13.351,1885-08-01
11.435,1885-09-01
8.722,1885-10-01
5.425,1885-11-01
3.644,1885-12-01
1.436,1886-01-01
1.793,1886-02-01
4.262,1886-03-01
7.909,1886-04-01
10.784,1886-05-01
12.789,1886-06-01
14.226,1886-07-01
13.323,1886-08-01
11.6,1886-09-01
8.604,1886-10-01
5.226,1886-11-01
3.502,1886-12-01
0.824,1887-01-01
2.054,1887-02-01
4.552,1887-03-01
7.789,1887-04-01
10.84,1887-05-01
12.89,1887-06-01
14.021,1887-07-01
13.097,1887-08-01
11.707,1887-09-01
8.738,1887-10-01
5.592,1887-11-01
2.875,1887-12-01
1.708,1888-01-01
2.039,1888-02-01
4.3,1888-03-01
7.845,1888-04-01
10.62,1888-05-01
12.921,1888-06-01
14.242,1888-07-01
13.511,1888-08-01
11.685,1888-09-01
9.201,1888-10-01
5.792,1888-11-01
3.222,1888-12-01
1.762,1889-01-01
3.409,1889-02-01
5.299,1889-03-01
8.589,1889-04-01
11.242,1889-05-01
13.288,1889-06-01
14.225,1889-07-01
13.504,1889-08-01
11.547,1889-09-01
8.865,1889-10-01
4.999,1889-11-01
3.099,1889-12-01
1.836,1890-01-01
2.516,1890-02-01
4.21,1890-03-01
7.739,1890-04-01
10.464,1890-05-01
12.872,1890-06-01
14.034,1890-07-01
13.266,1890-08-01
11.546,1890-09-01
9.178,1890-10-01
5.03,1890-11-01
2.969,1890-12-01
1.678,1891-01-01
1.88,1891-02-01
4.755,1891-03-01
7.618,1891-04-01
10.785,1891-05-01
12.888,1891-06-01
13.93,1891-07-01
13.496,1891-08-01
11.763,1891-09-01
8.722,1891-10-01
5.115,1891-11-01
3.602,1891-12-01
2.018,1892-01-01
2.805,1892-02-01
4.362,1892-03-01
7.562,1892-04-01
10.622,1892-05-01
13.263,1892-06-01
13.89,1892-07-01
13.42,1892-08-01
11.764,1892-09-01
9.29,1892-10-01
4.859,1892-11-01
2.935,1892-12-01
0.5,1893-01-01
1.654,1893-02-01
4.979,1893-03-01
7.994,1893-04-01
10.747,1893-05-01
13.051,1893-06-01
14.318,1893-07-01
13.454,1893-08-01
11.767,1893-09-01
9.16,1893-10-01
5.902,1893-11-01
3.155,1893-12-01
1.691,1894-01-01
2.923,1894-02-01
5.118,1894-03-01
7.663,1894-04-01
10.944,1894-05-01
12.858,1894-06-01
14.004,1894-07-01
13.488,1894-08-01
11.58,1894-09-01
9.125,1894-10-01
5.405,1894-11-01
3.133,1894-12-01
1.295,1895-01-01
2.0,1895-02-01
4.689,1895-03-01
8.247,1895-04-01
10.867,1895-05-01
13.058,1895-06-01
14.053,1895-07-01
13.489,1895-08-01
11.743,1895-09-01
9.117,1895-10-01
5.744,1895-11-01
3.462,1895-12-01
2.291,1896-01-01
2.707,1896-02-01
4.279,1896-03-01
7.33,1896-04-01
10.893,1896-05-01
13.304,1896-06-01
14.233,1896-07-01
13.624,1896-08-01
11.824,1896-09-01
9.416,1896-10-01
5.366,1896-11-01
3.312,1896-12-01
1.893,1897-01-01
2.429,1897-02-01
4.345,1897-03-01
8.278,1897-04-01
11.377,1897-05-01
13.319,1897-06-01
14.31,1897-07-01
13.668,1897-08-01
11.925,1897-09-01
9.197,1897-10-01
5.608,1897-11-01
3.171,1897-12-01
2.737,1898-01-01
2.354,1898-02-01
3.751,1898-03-01
7.907,1898-04-01
10.835,1898-05-01
13.395,1898-06-01
14.138,1898-07-01
13.579,1898-08-01
11.753,1898-09-01
8.828,1898-10-01
5.452,1898-11-01
3.407,1898-12-01
2.515,1899-01-01
2.38,1899-02-01
4.618,1899-03-01
8.281,1899-04-01
11.023,1899-05-01
12.856,1899-06-01
14.159,1899-07-01
13.777,1899-08-01
12.128,1899-09-01
9.409,1899-10-01
6.605,1899-11-01
3.005,1899-12-01
1.461,1900-01-01
3.098,1900-01-02
5.492,1900-01-03
8.223,1900-01-04
11.385,1900-01-05
13.293,1900-01-06
14.171,1900-01-07
13.816,1900-01-08
11.955,1900-01-09
9.666,1900-01-10
5.804,1900-01-11
3.655,1900-01-12
2.191,1901-01-01
3.092,1901-01-02
5.671,1901-01-03
8.522,1901-01-04
11.178,1901-01-05
13.423,1901-01-06
14.339,1901-01-07
13.789,1901-01-08
11.984,1901-01-09
9.003,1901-01-10
5.976,1901-01-11
3.335,1901-01-12
2.684,1902-01-01
3.606,1902-01-02
4.883,1902-01-03
7.956,1902-01-04
10.893,1902-01-05
13.214,1902-01-06
14.231,1902-01-07
13.599,1902-01-08
11.799,1902-01-09
8.801,1902-01-10
5.274,1902-01-11
2.713,1902-01-12
2.514,1903-01-01
3.555,1903-01-02
4.93,1903-01-03
7.832,1903-01-04
10.794,1903-01-05
12.886,1903-01-06
13.992,1903-01-07
13.412,1903-01-08
11.501,1903-01-09
8.812,1903-01-10
5.516,1903-01-11
2.898,1903-01-12
1.637,1904-01-01
2.297,1904-01-02
4.506,1904-01-03
7.684,1904-01-04
10.84,1904-01-05
13.014,1904-01-06
13.836,1904-01-07
13.459,1904-01-08
11.381,1904-01-09
8.833,1904-01-10
6.23,1904-01-11
3.374,1904-01-12
2.254,1905-01-01
1.927,1905-01-02
4.635,1905-01-03
7.755,1905-01-04
10.982,1905-01-05
13.112,1905-01-06
14.077,1905-01-07
13.578,1905-01-08
11.804,1905-01-09
9.041,1905-01-10
6.183,1905-01-11
3.354,1905-01-12
2.068,1906-01-01
2.301,1906-01-02
4.866,1906-01-03
8.626,1906-01-04
11.24,1906-01-05
13.334,1906-01-06
14.122,1906-01-07
13.691,1906-01-08
11.772,1906-01-09
9.267,1906-01-10
5.501,1906-01-11
3.761,1906-01-12
1.798,1907-01-01
2.117,1907-01-02
4.575,1907-01-03
7.579,1907-01-04
10.375,1907-01-05
12.729,1907-01-06
13.769,1907-01-07
13.362,1907-01-08
11.665,1907-01-09
9.234,1907-01-10
5.207,1907-01-11
2.956,1907-01-12
2.304,1908-01-01
2.769,1908-01-02
4.136,1908-01-03
7.832,1908-01-04
11.141,1908-01-05
13.293,1908-01-06
14.197,1908-01-07
13.376,1908-01-08
11.977,1908-01-09
8.865,1908-01-10
5.272,1908-01-11
3.071,1908-01-12
1.395,1909-01-01
2.706,1909-01-02
4.589,1909-01-03
7.534,1909-01-04
10.611,1909-01-05
12.962,1909-01-06
14.06,1909-01-07
13.752,1909-01-08
11.879,1909-01-09
9.192,1909-01-10
6.236,1909-01-11
3.223,1909-01-12
2.333,1910-01-01
2.779,1910-01-02
4.606,1910-01-03
8.105,1910-01-04
11.005,1910-01-05
13.151,1910-01-06
14.279,1910-01-07
13.677,1910-01-08
11.733,1910-01-09
9.006,1910-01-10
5.318,1910-01-11
2.684,1910-01-12
1.66,1911-01-01
2.453,1911-01-02
4.347,1911-01-03
7.99,1911-01-04
10.829,1911-01-05
13.009,1911-01-06
14.082,1911-01-07
13.499,1911-01-08
11.638,1911-01-09
9.263,1911-01-10
5.964,1911-01-11
3.39,1911-01-12
2.402,1912-01-01
3.354,1912-01-02
4.356,1912-01-03
8.229,1912-01-04
11.254,1912-01-05
13.435,1912-01-06
13.723,1912-01-07
13.053,1912-01-08
11.222,1912-01-09
8.367,1912-01-10
5.521,1912-01-11
3.069,1912-01-12
2.083,1913-01-01
2.376,1913-01-02
4.517,1913-01-03
8.023,1913-01-04
10.745,1913-01-05
13.005,1913-01-06
14.137,1913-01-07
13.724,1913-01-08
11.759,1913-01-09
9.077,1913-01-10
6.024,1913-01-11
4.103,1913-01-12
3.376,1914-01-01
3.2,1914-01-02
4.942,1914-01-03
8.098,1914-01-04
11.285,1914-01-05
13.496,1914-01-06
14.298,1914-01-07
13.73,1914-01-08
11.915,1914-01-09
9.387,1914-01-10
5.759,1914-01-11
3.6,1914-01-12
2.299,1915-01-01
3.265,1915-01-02
5.143,1915-01-03
8.705,1915-01-04
11.493,1915-01-05
13.3,1915-01-06
14.443,1915-01-07
13.77,1915-01-08
11.867,1915-01-09
8.984,1915-01-10
6.216,1915-01-11
3.633,1915-01-12
2.616,1916-01-01
2.957,1916-01-02
4.846,1916-01-03
8.047,1916-01-04
10.972,1916-01-05
12.942,1916-01-06
14.052,1916-01-07
13.58,1916-01-08
11.726,1916-01-09
9.053,1916-01-10
5.596,1916-01-11
2.316,1916-01-12
2.133,1917-01-01
2.36,1917-01-02
4.488,1917-01-03
7.855,1917-01-04
10.443,1917-01-05
12.915,1917-01-06
14.259,1917-01-07
13.471,1917-01-08
11.745,1917-01-09
8.544,1917-01-10
5.82,1917-01-11
2.247,1917-01-12
1.934,1918-01-01
2.455,1918-01-02
4.811,1918-01-03
7.644,1918-01-04
10.54,1918-01-05
12.908,1918-01-06
14.002,1918-01-07
13.431,1918-01-08
11.881,1918-01-09
9.433,1918-01-10
5.683,1918-01-11
2.848,1918-01-12
2.184,1919-01-01
2.852,1919-01-02
4.743,1919-01-03
8.487,1919-01-04
10.969,1919-01-05
13.228,1919-01-06
14.274,1919-01-07
13.786,1919-01-08
11.99,1919-01-09
9.361,1919-01-10
5.489,1919-01-11
3.224,1919-01-12
2.841,1920-01-01
2.755,1920-01-02
5.227,1920-01-03
8.293,1920-01-04
11.131,1920-01-05
13.105,1920-01-06
14.245,1920-01-07
13.698,1920-01-08
11.794,1920-01-09
9.021,1920-01-10
5.566,1920-01-11
2.629,1920-01-12
2.98,1921-01-01
3.125,1921-01-02
5.081,1921-01-03
8.324,1921-01-04
11.245,1921-01-05
13.44,1921-01-06
14.436,1921-01-07
13.561,1921-01-08
11.869,1921-01-09
9.264,1921-01-10
5.864,1921-01-11
3.663,1921-01-12
2.15,1922-01-01
2.376,1922-01-02
5.156,1922-01-03
8.38,1922-01-04
11.097,1922-01-05
13.331,1922-01-06
14.278,1922-01-07
13.584,1922-01-08
11.775,1922-01-09
9.056,1922-01-10
6.046,1922-01-11
3.667,1922-01-12
2.487,1923-01-01
2.563,1923-01-02
4.866,1923-01-03
7.749,1923-01-04
10.849,1923-01-05
13.296,1923-01-06
13.984,1923-01-07
13.611,1923-01-08
11.883,1923-01-09
9.52,1923-01-10
6.378,1923-01-11
3.88,1923-01-12
2.339,1924-01-01
2.888,1924-01-02
5.352,1924-01-03
7.97,1924-01-04
11.188,1924-01-05
13.342,1924-01-06
14.304,1924-01-07
13.654,1924-01-08
11.957,1924-01-09
9.203,1924-01-10
6.4,1924-01-11
3.485,1924-01-12
2.268,1925-01-01
2.701,1925-01-02
5.126,1925-01-03
8.442,1925-01-04
11.039,1925-01-05
13.089,1925-01-06
14.066,1925-01-07
13.769,1925-01-08
11.979,1925-01-09
9.196,1925-01-10
6.34,1925-01-11
4.398,1925-01-12
3.453,1926-01-01
3.717,1926-01-02
5.831,1926-01-03
8.193,1926-01-04
10.931,1926-01-05
13.285,1926-01-06
14.168,1926-01-07
13.877,1926-01-08
12.075,1926-01-09
9.55,1926-01-10
6.3,1926-01-11
3.366,1926-01-12
2.372,1927-01-01
3.039,1927-01-02
4.668,1927-01-03
8.035,1927-01-04
11.104,1927-01-05
13.272,1927-01-06
14.323,1927-01-07
13.698,1927-01-08
12.254,1927-01-09
9.887,1927-01-10
6.346,1927-01-11
3.267,1927-01-12
3.046,1928-01-01
3.333,1928-01-02
4.959,1928-01-03
8.244,1928-01-04
11.169,1928-01-05
13.113,1928-01-06
14.31,1928-01-07
13.687,1928-01-08
12.03,1928-01-09
9.486,1928-01-10
6.336,1928-01-11
3.873,1928-01-12
2.054,1929-01-01
2.172,1929-01-02
5.099,1929-01-03
8.094,1929-01-04
10.915,1929-01-05
12.928,1929-01-06
13.957,1929-01-07
13.68,1929-01-08
11.807,1929-01-09
9.46,1929-01-10
6.172,1929-01-11
2.571,1929-01-12
2.401,1930-01-01
3.152,1930-01-02
5.483,1930-01-03
8.182,1930-01-04
11.105,1930-01-05
13.347,1930-01-06
14.465,1930-01-07
13.928,1930-01-08
11.874,1930-01-09
9.261,1930-01-10
6.574,1930-01-11
3.831,1930-01-12
2.761,1931-01-01
2.708,1931-01-02
5.22,1931-01-03
8.163,1931-01-04
11.02,1931-01-05
13.573,1931-01-06
14.576,1931-01-07
14.12,1931-01-08
12.283,1931-01-09
9.937,1931-01-10
6.243,1931-01-11
4.027,1931-01-12
3.604,1932-01-01
2.989,1932-01-02
4.94,1932-01-03
8.769,1932-01-04
11.239,1932-01-05
13.383,1932-01-06
14.372,1932-01-07
13.74,1932-01-08
12.31,1932-01-09
9.682,1932-01-10
5.908,1932-01-11
3.527,1932-01-12
2.169,1933-01-01
2.657,1933-01-02
4.869,1933-01-03
8.125,1933-01-04
11.047,1933-01-05
13.11,1933-01-06
14.236,1933-01-07
13.76,1933-01-08
11.854,1933-01-09
9.238,1933-01-10
5.89,1933-01-11
3.104,1933-01-12
2.476,1934-01-01
3.699,1934-01-02
4.818,1934-01-03
8.016,1934-01-04
11.478,1934-01-05
13.402,1934-01-06
14.343,1934-01-07
13.778,1934-01-08
11.727,1934-01-09
9.421,1934-01-10
6.397,1934-01-11
3.985,1934-01-12
2.175,1935-01-01
4.125,1935-01-02
5.399,1935-01-03
7.771,1935-01-04
10.906,1935-01-05
13.326,1935-01-06
14.331,1935-01-07
13.775,1935-01-08
11.999,1935-01-09
9.516,1935-01-10
5.443,1935-01-11
3.423,1935-01-12
2.249,1936-01-01
2.506,1936-01-02
5.031,1936-01-03
8.127,1936-01-04
11.251,1936-01-05
13.363,1936-01-06
14.629,1936-01-07
13.86,1936-01-08
12.021,1936-01-09
9.457,1936-01-10
6.233,1936-01-11
3.921,1936-01-12
2.453,1937-01-01
3.553,1937-01-02
4.851,1937-01-03
8.14,1937-01-04
11.422,1937-01-05
13.603,1937-01-06
14.375,1937-01-07
14.007,1937-01-08
12.413,1937-01-09
9.729,1937-01-10
6.356,1937-01-11
3.478,1937-01-12
2.91,1938-01-01
3.417,1938-01-02
5.651,1938-01-03
8.913,1938-01-04
11.456,1938-01-05
13.321,1938-01-06
14.482,1938-01-07
13.963,1938-01-08
12.427,1938-01-09
9.784,1938-01-10
6.53,1938-01-11
3.51,1938-01-12
2.932,1939-01-01
3.232,1939-01-02
4.926,1939-01-03
8.328,1939-01-04
11.524,1939-01-05
13.531,1939-01-06
14.395,1939-01-07
13.932,1939-01-08
11.958,1939-01-09
9.218,1939-01-10
6.189,1939-01-11
4.959,1939-01-12
2.335,1940-01-01
3.423,1940-01-02
5.424,1940-01-03
8.756,1940-01-04
11.338,1940-01-05
13.583,1940-01-06
14.571,1940-01-07
13.811,1940-01-08
12.268,1940-01-09
9.457,1940-01-10
6.076,1940-01-11
4.134,1940-01-12
2.735,1941-01-01
3.67,1941-01-02
5.213,1941-01-03
8.575,1941-01-04
11.493,1941-01-05
13.63,1941-01-06
14.694,1941-01-07
14.028,1941-01-08
11.816,1941-01-09
9.71,1941-01-10
5.953,1941-01-11
3.707,1941-01-12
3.103,1942-01-01
2.857,1942-01-02
5.308,1942-01-03
8.416,1942-01-04
11.338,1942-01-05
13.578,1942-01-06
14.242,1942-01-07
13.786,1942-01-08
12.146,1942-01-09
9.627,1942-01-10
6.395,1942-01-11
3.945,1942-01-12
2.396,1943-01-01
3.513,1943-01-02
5.138,1943-01-03
8.638,1943-01-04
11.485,1943-01-05
13.161,1943-01-06
14.46,1943-01-07
13.774,1943-01-08
12.096,1943-01-09
9.907,1943-01-10
6.26,1943-01-11
4.233,1943-01-12
3.504,1944-01-01
3.591,1944-01-02
5.531,1944-01-03
8.434,1944-01-04
11.334,1944-01-05
13.478,1944-01-06
14.468,1944-01-07
14.017,1944-01-08
12.45,1944-01-09
9.808,1944-01-10
6.091,1944-01-11
3.434,1944-01-12
2.525,1945-01-01
2.646,1945-01-02
5.184,1945-01-03
8.681,1945-01-04
11.097,1945-01-05
13.328,1945-01-06
14.213,1945-01-07
14.313,1945-01-08
12.225,1945-01-09
9.575,1945-01-10
6.073,1945-01-11
3.158,1945-01-12
2.979,1946-01-01
3.461,1946-01-02
5.236,1946-01-03
8.837,1946-01-04
11.355,1946-01-05
13.298,1946-01-06
14.409,1946-01-07
13.834,1946-01-08
12.064,1946-01-09
9.281,1946-01-10
6.235,1946-01-11
3.134,1946-01-12
2.597,1947-01-01
3.277,1947-01-02
5.801,1947-01-03
8.686,1947-01-04
11.329,1947-01-05
13.459,1947-01-06
14.349,1947-01-07
13.827,1947-01-08
12.166,1947-01-09
10.011,1947-01-10
6.407,1947-01-11
3.656,1947-01-12
3.366,1948-01-01
3.22,1948-01-02
4.919,1948-01-03
8.499,1948-01-04
11.537,1948-01-05
13.664,1948-01-06
14.445,1948-01-07
13.896,1948-01-08
12.155,1948-01-09
9.584,1948-01-10
6.185,1948-01-11
3.491,1948-01-12
3.219,1949-01-01
2.759,1949-01-02
5.077,1949-01-03
8.344,1949-01-04
11.309,1949-01-05
13.223,1949-01-06
14.199,1949-01-07
13.826,1949-01-08
11.957,1949-01-09
9.531,1949-01-10
6.148,1949-01-11
3.449,1949-01-12
2.008,1950-01-01
2.721,1950-01-02
5.247,1950-01-03
8.123,1950-01-04
11.297,1950-01-05
13.382,1950-01-06
14.14,1950-01-07
13.46,1950-01-08
11.952,1950-01-09
9.153,1950-01-10
5.372,1950-01-11
3.528,1950-01-12
2.138,1951-01-01
2.332,1951-01-02
5.091,1951-01-03
8.367,1951-01-04
11.438,1951-01-05
13.25,1951-01-06
14.324,1951-01-07
14.021,1951-01-08
12.324,1951-01-09
9.67,1951-01-10
6.225,1951-01-11
4.328,1951-01-12
3.049,1952-01-01
3.396,1952-01-02
4.967,1952-01-03
8.461,1952-01-04
11.352,1952-01-05
13.442,1952-01-06
14.549,1952-01-07
13.964,1952-01-08
12.238,1952-01-09
9.157,1952-01-10
5.425,1952-01-11
3.659,1952-01-12
2.964,1953-01-01
3.629,1953-01-02
5.712,1953-01-03
8.892,1953-01-04
11.514,1953-01-05
13.612,1953-01-06
14.392,1953-01-07
14.059,1953-01-08
12.199,1953-01-09
9.59,1953-01-10
5.924,1953-01-11
3.998,1953-01-12
2.059,1954-01-01
3.084,1954-01-02
5.148,1954-01-03
8.158,1954-01-04
10.988,1954-01-05
13.4,1954-01-06
14.241,1954-01-07
13.868,1954-01-08
12.098,1954-01-09
9.546,1954-01-10
6.579,1954-01-11
3.559,1954-01-12
3.412,1955-01-01
3.137,1955-01-02
4.585,1955-01-03
8.136,1955-01-04
11.192,1955-01-05
13.56,1955-01-06
14.242,1955-01-07
14.283,1955-01-08
11.954,1955-01-09
9.735,1955-01-10
5.973,1955-01-11
3.306,1955-01-12
2.466,1956-01-01
2.781,1956-01-02
4.889,1956-01-03
7.922,1956-01-04
10.721,1956-01-05
13.16,1956-01-06
14.18,1956-01-07
13.189,1956-01-08
11.783,1956-01-09
8.928,1956-01-10
5.738,1956-01-11
3.598,1956-01-12
2.488,1957-01-01
3.12,1957-01-02
5.036,1957-01-03
8.366,1957-01-04
11.259,1957-01-05
13.783,1957-01-06
14.129,1957-01-07
14.082,1957-01-08
12.312,1957-01-09
9.496,1957-01-10
6.391,1957-01-11
4.328,1957-01-12
3.574,1958-01-01
3.695,1958-01-02
5.453,1958-01-03
8.52,1958-01-04
11.519,1958-01-05
13.187,1958-01-06
14.438,1958-01-07
13.597,1958-01-08
11.845,1958-01-09
9.375,1958-01-10
6.26,1958-01-11
3.822,1958-01-12
2.959,1959-01-01
3.33,1959-01-02
5.854,1959-01-03
8.819,1959-01-04
11.323,1959-01-05
13.577,1959-01-06
14.449,1959-01-07
13.853,1959-01-08
11.946,1959-01-09
9.16,1959-01-10
5.752,1959-01-11
3.77,1959-01-12
2.713,1960-01-01
3.798,1960-01-02
4.303,1960-01-03
8.133,1960-01-04
10.872,1960-01-05
13.484,1960-01-06
14.198,1960-01-07
13.825,1960-01-08
12.095,1960-01-09
9.497,1960-01-10
5.828,1960-01-11
4.259,1960-01-12
2.926,1961-01-01
3.683,1961-01-02
5.589,1961-01-03
8.631,1961-01-04
11.624,1961-01-05
13.702,1961-01-06
14.288,1961-01-07
13.849,1961-01-08
